questionId,title,titleSlug,difficulty,acRate,isPaidOnly,topicTags,categoryTitle
2320,Find All K-Distant Indices in an Array,find-all-k-distant-indices-in-an-array,Easy,77.4,False,"Array,Two Pointers",Algorithms
1312,Count Artifacts That Can Be Extracted,count-artifacts-that-can-be-extracted,Medium,57.04,False,"Array,Hash Table,Simulation",Algorithms
1346,Maximize the Topmost Element After K Moves,maximize-the-topmost-element-after-k-moves,Medium,23.96,False,"Array,Greedy",Algorithms
2321,Minimum Weighted Subgraph With the Required Paths,minimum-weighted-subgraph-with-the-required-paths,Hard,40.96,False,"Graph Theory,Heap (Priority Queue),Shortest Path",Algorithms
1347,Distance to a Cycle in Undirected Graph,distance-to-a-cycle-in-undirected-graph,Hard,73.56,True,"Depth-First Search,Breadth-First Search,Graph Theory,Topological Sort",Algorithms
2336,The Number of Users That Are Eligible for Discount,the-number-of-users-that-are-eligible-for-discount,Easy,50.74,True,Database,Database
2308,Divide Array Into Equal Pairs,divide-array-into-equal-pairs,Easy,79.23,False,"Array,Hash Table,Bit Manipulation,Counting",Algorithms
2309,Maximize Number of Subsequences in a String,maximize-number-of-subsequences-in-a-string,Medium,35.92,False,"String,Greedy,Prefix Sum",Algorithms
2310,Minimum Operations to Halve Array Sum,minimum-operations-to-halve-array-sum,Medium,49.95,False,"Array,Greedy,Heap (Priority Queue)",Algorithms
2311,Minimum White Tiles After Covering With Carpets,minimum-white-tiles-after-covering-with-carpets,Hard,38.57,False,"String,Dynamic Programming,Prefix Sum",Algorithms
2316,Count Hills and Valleys in an Array,count-hills-and-valleys-in-an-array,Easy,69.13,False,Array,Algorithms
2317,Count Collisions on a Road,count-collisions-on-a-road,Medium,58.07,False,"String,Stack,Simulation",Algorithms
2318,Maximum Points in an Archery Competition,maximum-points-in-an-archery-competition,Medium,51.35,False,"Array,Backtracking,Bit Manipulation,Enumeration",Algorithms
2319,Longest Substring of One Repeating Character,longest-substring-of-one-repeating-character,Hard,34.09,False,"Array,String,Segment Tree,Ordered Set",Algorithms
2354,Minimum Health to Beat Game,minimum-health-to-beat-game,Medium,58.83,True,"Array,Greedy",Algorithms
1392,Find the Difference of Two Arrays,find-the-difference-of-two-arrays,Easy,81.3,False,"Array,Hash Table",Algorithms
1355,Minimum Deletions to Make Array Beautiful,minimum-deletions-to-make-array-beautiful,Medium,49.74,False,"Array,Stack,Greedy",Algorithms
1375,Find Palindrome With Fixed Length,find-palindrome-with-fixed-length,Medium,37.91,False,"Array,Math",Algorithms
1393,Maximum Value of K Coins From Piles,maximum-value-of-k-coins-from-piles,Hard,60.41,False,"Array,Dynamic Programming,Prefix Sum",Algorithms
2369,Maximum Sum Score of Array,maximum-sum-score-of-array,Medium,62.63,True,"Array,Prefix Sum",Algorithms
2323,Minimum Bit Flips to Convert Number,minimum-bit-flips-to-convert-number,Easy,87.83,False,Bit Manipulation,Algorithms
2324,Find Triangular Sum of an Array,find-triangular-sum-of-an-array,Medium,81.96,False,"Array,Math,Simulation,Combinatorics",Algorithms
2325,Number of Ways to Select Buildings,number-of-ways-to-select-buildings,Medium,50.82,False,"String,Dynamic Programming,Prefix Sum",Algorithms
2326,Sum of Scores of Built Strings,sum-of-scores-of-built-strings,Hard,46.46,False,"String,Binary Search,Rolling Hash,Suffix Array,String Matching,Hash Function",Algorithms
2345,Minimum Number of Operations to Convert Time,minimum-number-of-operations-to-convert-time,Easy,66.26,False,"String,Greedy",Algorithms
1354,Find Players With Zero or One Losses,find-players-with-zero-or-one-losses,Medium,72.45,False,"Array,Hash Table,Sorting,Counting",Algorithms
1335,Maximum Candies Allocated to K Children,maximum-candies-allocated-to-k-children,Medium,49.9,False,"Array,Binary Search",Algorithms
1433,Encrypt and Decrypt Strings,encrypt-and-decrypt-strings,Hard,38.03,False,"Array,Hash Table,String,Design,Trie",Algorithms
2370,Users With Two Purchases Within Seven Days,users-with-two-purchases-within-seven-days,Medium,46.62,True,Database,Database
1416,Check if an Array Is Consecutive,check-if-an-array-is-consecutive,Easy,62.08,True,"Array,Hash Table,Sorting",Algorithms
2371,The Users That Are Eligible for Discount,the-users-that-are-eligible-for-discount,Easy,50.58,True,Database,Database
2327,Largest Number After Digit Swaps by Parity,largest-number-after-digit-swaps-by-parity,Easy,64.99,False,"Sorting,Heap (Priority Queue)",Algorithms
2328,Minimize Result by Adding Parentheses to Expression,minimize-result-by-adding-parentheses-to-expression,Medium,68.17,False,"String,Enumeration",Algorithms
2329,Maximum Product After K Increments,maximum-product-after-k-increments,Medium,43.13,False,"Array,Greedy,Heap (Priority Queue)",Algorithms
2330,Maximum Total Beauty of the Gardens,maximum-total-beauty-of-the-gardens,Hard,30.32,False,"Array,Two Pointers,Binary Search,Greedy,Sorting,Enumeration,Prefix Sum",Algorithms
2383,Add Two Integers,add-two-integers,Easy,87.94,False,Math,Algorithms
2384,Root Equals Sum of Children,root-equals-sum-of-children,Easy,84.85,False,"Tree,Binary Tree",Algorithms
2385,Count Positions on Street With Required Brightness,count-positions-on-street-with-required-brightness,Medium,62.92,True,"Array,Prefix Sum",Algorithms
2376,Number of Times a Driver Was a Passenger,number-of-times-a-driver-was-a-passenger,Medium,71.61,True,Database,Database
2350,Find Closest Number to Zero,find-closest-number-to-zero,Easy,47.71,False,Array,Algorithms
2351,Number of Ways to Buy Pens and Pencils,number-of-ways-to-buy-pens-and-pencils,Medium,56.57,False,"Math,Enumeration",Algorithms
2352,Design an ATM Machine,design-an-atm-machine,Medium,44.51,False,"Array,Greedy,Design",Algorithms
2353,Maximum Score of a Node Sequence,maximum-score-of-a-node-sequence,Hard,39.74,False,"Array,Graph Theory,Sorting,Enumeration",Algorithms
2361,Calculate Digit Sum of a String,calculate-digit-sum-of-a-string,Easy,67.61,False,"String,Simulation",Algorithms
2362,Minimum Rounds to Complete All Tasks,minimum-rounds-to-complete-all-tasks,Medium,63.21,False,"Array,Hash Table,Greedy,Counting",Algorithms
2363,Maximum Trailing Zeros in a Cornered Path,maximum-trailing-zeros-in-a-cornered-path,Medium,37.43,False,"Array,Matrix,Prefix Sum",Algorithms
2364,Longest Path With Different Adjacent Characters,longest-path-with-different-adjacent-characters,Hard,53.94,False,"Array,String,Tree,Depth-First Search,Graph Theory,Topological Sort",Algorithms
2007,Maximum Cost of Trip With K Highways,maximum-cost-of-trip-with-k-highways,Hard,51.06,True,"Dynamic Programming,Bit Manipulation,Graph Theory,Bitmask",Algorithms
2331,Intersection of Multiple Arrays,intersection-of-multiple-arrays,Easy,68.63,False,"Array,Hash Table,Sorting,Counting",Algorithms
2332,Count Lattice Points Inside a Circle,count-lattice-points-inside-a-circle,Medium,56.45,False,"Array,Hash Table,Math,Geometry,Enumeration",Algorithms
2333,Count Number of Rectangles Containing Each Point,count-number-of-rectangles-containing-each-point,Medium,37.33,False,"Array,Hash Table,Binary Search,Binary Indexed Tree,Sorting",Algorithms
2334,Number of Flowers in Full Bloom,number-of-flowers-in-full-bloom,Hard,57.72,False,"Array,Hash Table,Binary Search,Sorting,Prefix Sum,Ordered Set",Algorithms
2381,Dynamic Pivoting of a Table,dynamic-pivoting-of-a-table,Hard,57.01,True,Database,Database
2382,Dynamic Unpivoting of a Table,dynamic-unpivoting-of-a-table,Hard,69.21,True,Database,Database
2396,Design Video Sharing Platform,design-video-sharing-platform,Hard,64.04,True,"Hash Table,Stack,Design,Ordered Set",Algorithms
2341,Count Prefixes of a Given String,count-prefixes-of-a-given-string,Easy,74.18,False,"Array,String",Algorithms
2342,Minimum Average Difference,minimum-average-difference,Medium,43.79,False,"Array,Prefix Sum",Algorithms
2343,Count Unguarded Cells in the Grid,count-unguarded-cells-in-the-grid,Medium,69.0,False,"Array,Matrix,Simulation",Algorithms
2344,Escape the Spreading Fire,escape-the-spreading-fire,Hard,37.52,False,"Array,Binary Search,Breadth-First Search,Matrix",Algorithms
2337,Remove Digit From Number to Maximize Result,remove-digit-from-number-to-maximize-result,Easy,48.2,False,"String,Greedy,Enumeration",Algorithms
2338,Minimum Consecutive Cards to Pick Up,minimum-consecutive-cards-to-pick-up,Medium,53.5,False,"Array,Hash Table,Sliding Window",Algorithms
2339,K Divisible Elements Subarrays,k-divisible-elements-subarrays,Medium,54.75,False,"Array,Hash Table,Trie,Rolling Hash,Hash Function,Enumeration",Algorithms
2340,Total Appeal of A String,total-appeal-of-a-string,Hard,56.32,False,"Hash Table,String,Dynamic Programming",Algorithms
1419,Make Array Non-decreasing or Non-increasing,make-array-non-decreasing-or-non-increasing,Hard,65.57,True,"Dynamic Programming,Greedy",Algorithms
2346,Largest 3-Same-Digit Number in String,largest-3-same-digit-number-in-string,Easy,72.69,False,String,Algorithms
2347,Count Nodes Equal to Average of Subtree,count-nodes-equal-to-average-of-subtree,Medium,86.75,False,"Tree,Depth-First Search,Binary Tree",Algorithms
2348,Count Number of Texts,count-number-of-texts,Medium,49.88,False,"Hash Table,Math,String,Dynamic Programming",Algorithms
2349, Check if There Is a Valid Parentheses String Path,check-if-there-is-a-valid-parentheses-string-path,Hard,40.07,False,"Array,Dynamic Programming,Matrix",Algorithms
2405,Minimum Number of Keypresses,minimum-number-of-keypresses,Medium,71.44,True,"Hash Table,String,Greedy,Sorting,Counting",Algorithms
1430,Find the K-Beauty of a Number,find-the-k-beauty-of-a-number,Easy,62.97,False,"Math,String,Sliding Window",Algorithms
2358,Number of Ways to Split Array,number-of-ways-to-split-array,Medium,55.91,False,"Array,Prefix Sum",Algorithms
2359,Maximum White Tiles Covered by a Carpet,maximum-white-tiles-covered-by-a-carpet,Medium,35.64,False,"Array,Binary Search,Greedy,Sliding Window,Sorting,Prefix Sum",Algorithms
2360,Substring With Largest Variance,substring-with-largest-variance,Hard,46.04,False,"Array,Dynamic Programming",Algorithms
1353,Find Resultant Array After Removing Anagrams,find-resultant-array-after-removing-anagrams,Easy,69.85,False,"Array,Hash Table,String,Sorting",Algorithms
2355,Maximum Consecutive Floors Without Special Floors,maximum-consecutive-floors-without-special-floors,Medium,52.47,False,"Array,Sorting",Algorithms
2356,Largest Combination With Bitwise AND Greater Than Zero,largest-combination-with-bitwise-and-greater-than-zero,Medium,80.8,False,"Array,Hash Table,Bit Manipulation,Counting",Algorithms
2357,Count Integers in Intervals,count-integers-in-intervals,Hard,35.64,False,"Design,Segment Tree,Ordered Set",Algorithms
2420,Closest Node to Path in Tree,closest-node-to-path-in-tree,Hard,62.33,True,"Array,Tree,Depth-First Search,Breadth-First Search",Algorithms
2365,Percentage of Letter in String,percentage-of-letter-in-string,Easy,75.03,False,String,Algorithms
2366,Maximum Bags With Full Capacity of Rocks,maximum-bags-with-full-capacity-of-rocks,Medium,67.97,False,"Array,Greedy,Sorting",Algorithms
2367,Minimum Lines to Represent a Line Chart,minimum-lines-to-represent-a-line-chart,Medium,26.79,False,"Array,Math,Geometry,Sorting,Number Theory",Algorithms
2368,Sum of Total Strength of Wizards,sum-of-total-strength-of-wizards,Hard,29.11,False,"Array,Stack,Monotonic Stack,Prefix Sum",Algorithms
2425,Number of People That Can Be Seen in a Grid,number-of-people-that-can-be-seen-in-a-grid,Medium,47.37,True,"Array,Stack,Matrix,Monotonic Stack",Algorithms
2377,Check if Number Has Equal Digit Count and Digit Value,check-if-number-has-equal-digit-count-and-digit-value,Easy,73.05,False,"Hash Table,String,Counting",Algorithms
2378,Sender With Largest Word Count,sender-with-largest-word-count,Medium,59.47,False,"Array,Hash Table,String,Counting",Algorithms
2379,Maximum Total Importance of Roads,maximum-total-importance-of-roads,Medium,69.12,False,"Greedy,Graph Theory,Sorting,Heap (Priority Queue)",Algorithms
2380,Booking Concert Tickets in Groups,booking-concert-tickets-in-groups,Hard,19.1,False,"Binary Search,Design,Binary Indexed Tree,Segment Tree",Algorithms
2372,Rearrange Characters to Make Target String,rearrange-characters-to-make-target-string,Easy,61.02,False,"Hash Table,String,Counting",Algorithms
2373,Apply Discount to Prices,apply-discount-to-prices,Medium,33.78,False,String,Algorithms
2374,Steps to Make Array Non-decreasing,steps-to-make-array-non-decreasing,Medium,24.59,False,"Array,Linked List,Stack,Monotonic Stack",Algorithms
2375,Minimum Obstacle Removal to Reach Corner,minimum-obstacle-removal-to-reach-corner,Hard,70.44,False,"Array,Breadth-First Search,Graph Theory,Heap (Priority Queue),Matrix,Shortest Path",Algorithms
2426,Maximum Profit From Trading Stocks,maximum-profit-from-trading-stocks,Medium,48.02,True,"Array,Dynamic Programming",Algorithms
2431,Products With Three or More Orders in Two Consecutive Years,products-with-three-or-more-orders-in-two-consecutive-years,Medium,40.54,True,Database,Database
2386,Min Max Game,min-max-game,Easy,64.22,False,"Array,Simulation",Algorithms
2387,Partition Array Such That Maximum Difference Is K,partition-array-such-that-maximum-difference-is-k,Medium,81.85,False,"Array,Greedy,Sorting",Algorithms
2388,Replace Elements in an Array,replace-elements-in-an-array,Medium,59.58,False,"Array,Hash Table,Simulation",Algorithms
2389,Design a Text Editor,design-a-text-editor,Hard,49.94,False,"Linked List,String,Stack,Design,Simulation,Doubly-Linked List",Algorithms
2056,Jump Game VIII,jump-game-viii,Medium,45.42,True,"Array,Dynamic Programming,Stack,Graph Theory,Monotonic Stack,Shortest Path",Algorithms
2440,Tasks Count in the Weekend,tasks-count-in-the-weekend,Medium,81.73,True,Database,Database
2391,Strong Password Checker II,strong-password-checker-ii,Easy,55.31,False,String,Algorithms
2392,Successful Pairs of Spells and Potions,successful-pairs-of-spells-and-potions,Medium,49.43,False,"Array,Two Pointers,Binary Search,Sorting",Algorithms
2393,Match Substring After Replacement,match-substring-after-replacement,Hard,43.14,False,"Array,Hash Table,String,String Matching",Algorithms
2394,Count Subarrays With Score Less Than K,count-subarrays-with-score-less-than-k,Hard,62.32,False,"Array,Binary Search,Sliding Window,Prefix Sum",Algorithms
1382,Calculate Amount Paid in Taxes,calculate-amount-paid-in-taxes,Easy,68.95,False,"Array,Simulation",Algorithms
1394,Minimum Path Cost in a Grid,minimum-path-cost-in-a-grid,Medium,67.91,False,"Array,Dynamic Programming,Matrix",Algorithms
1418,Fair Distribution of Cookies,fair-distribution-of-cookies,Medium,69.8,False,"Array,Dynamic Programming,Backtracking,Bit Manipulation,Bitmask",Algorithms
2390,Naming a Company,naming-a-company,Hard,46.48,False,"Array,Hash Table,String,Bit Manipulation,Enumeration",Algorithms
2065,Check for Contradictions in Equations,check-for-contradictions-in-equations,Hard,43.76,True,"Array,Depth-First Search,Union-Find,Graph Theory",Algorithms
2441,Arrange Table by Gender,arrange-table-by-gender,Medium,70.66,True,Database,Database
1363,Greatest English Letter in Upper and Lower Case,greatest-english-letter-in-upper-and-lower-case,Easy,71.84,False,"Hash Table,String,Enumeration",Algorithms
1334,Sum of Numbers With Units Digit K,sum-of-numbers-with-units-digit-k,Medium,28.09,False,"Math,Dynamic Programming,Greedy,Enumeration",Algorithms
2395,Longest Binary Subsequence Less Than or Equal to K,longest-binary-subsequence-less-than-or-equal-to-k,Medium,52.85,False,"String,Dynamic Programming,Greedy,Memoization",Algorithms
1376,Selling Pieces of Wood,selling-pieces-of-wood,Hard,52.72,False,"Array,Dynamic Programming,Memoization",Algorithms
2399,Minimum Flips in Binary Tree to Get Result,minimum-flips-in-binary-tree-to-get-result,Hard,56.75,True,"Dynamic Programming,Tree,Depth-First Search,Binary Tree",Algorithms
2446,The First Day of the Maximum Recorded Degree in Each City,the-first-day-of-the-maximum-recorded-degree-in-each-city,Medium,73.32,True,Database,Database
2401,Count Asterisks,count-asterisks,Easy,83.26,False,String,Algorithms
2403,Count Unreachable Pairs of Nodes in an Undirected Graph,count-unreachable-pairs-of-nodes-in-an-undirected-graph,Medium,49.81,False,"Depth-First Search,Breadth-First Search,Union-Find,Graph Theory",Algorithms
2402,Maximum XOR After Operations ,maximum-xor-after-operations,Medium,79.87,False,"Array,Math,Bit Manipulation",Algorithms
2404,Number of Distinct Roll Sequences,number-of-distinct-roll-sequences,Hard,58.12,False,"Dynamic Programming,Memoization",Algorithms
2398,Check if Matrix Is X-Matrix,check-if-matrix-is-x-matrix,Easy,66.36,False,"Array,Matrix",Algorithms
2397,Count Number of Ways to Place Houses,count-number-of-ways-to-place-houses,Medium,43.76,False,Dynamic Programming,Algorithms
1348,Maximum Score Of Spliced Array,maximum-score-of-spliced-array,Hard,58.27,False,"Array,Dynamic Programming",Algorithms
2400,Minimum Score After Removals on a Tree,minimum-score-after-removals-on-a-tree,Hard,76.21,False,"Array,Bit Manipulation,Tree,Depth-First Search",Algorithms
2458,Find Minimum Time to Finish All Jobs II,find-minimum-time-to-finish-all-jobs-ii,Medium,66.0,True,"Array,Greedy,Sorting",Algorithms
2451,Product Sales Analysis IV,product-sales-analysis-iv,Medium,75.86,True,Database,Database
2406,Decode the Message,decode-the-message,Easy,85.82,False,"Hash Table,String",Algorithms
2411,Spiral Matrix IV,spiral-matrix-iv,Medium,82.28,False,"Array,Linked List,Matrix,Simulation",Algorithms
2408,Number of People Aware of a Secret,number-of-people-aware-of-a-secret,Medium,60.89,False,"Dynamic Programming,Queue,Simulation",Algorithms
2409,Number of Increasing Paths in a Grid,number-of-increasing-paths-in-a-grid,Hard,57.42,False,"Array,Dynamic Programming,Depth-First Search,Breadth-First Search,Graph Theory,Topological Sort,Memoization,Matrix",Algorithms
2452,Product Sales Analysis V,product-sales-analysis-v,Easy,70.75,True,Database,Database
2468,Valid Palindrome IV,valid-palindrome-iv,Medium,75.7,True,"Two Pointers,String",Algorithms
2416,Evaluate Boolean Binary Tree,evaluate-boolean-binary-tree,Easy,82.43,False,"Tree,Depth-First Search,Binary Tree",Algorithms
2417,The Latest Time to Catch a Bus,the-latest-time-to-catch-a-bus,Medium,29.93,False,"Array,Two Pointers,Binary Search,Sorting",Algorithms
2418,Minimum Sum of Squared Difference,minimum-sum-of-squared-difference,Medium,26.75,False,"Array,Binary Search,Greedy,Sorting,Heap (Priority Queue)",Algorithms
2419,Subarray With Elements Greater Than Varying Threshold,subarray-with-elements-greater-than-varying-threshold,Hard,45.21,False,"Array,Stack,Union-Find,Monotonic Stack",Algorithms
2412,Minimum Amount of Time to Fill Cups,minimum-amount-of-time-to-fill-cups,Easy,60.0,False,"Array,Greedy,Sorting,Heap (Priority Queue)",Algorithms
2413,Smallest Number in Infinite Set,smallest-number-in-infinite-set,Medium,70.57,False,"Hash Table,Design,Heap (Priority Queue),Ordered Set",Algorithms
2414,Move Pieces to Obtain a String,move-pieces-to-obtain-a-string,Medium,56.71,False,"Two Pointers,String",Algorithms
2415,Count the Number of Ideal Arrays,count-the-number-of-ideal-arrays,Hard,56.92,False,"Math,Dynamic Programming,Combinatorics,Number Theory",Algorithms
2453,All the Matches of the League,all-the-matches-of-the-league,Easy,88.52,True,Database,Database
2474,Minimum Adjacent Swaps to Make a Valid Array,minimum-adjacent-swaps-to-make-a-valid-array,Medium,72.22,True,"Array,Greedy",Algorithms
2421,Maximum Number of Pairs in Array,maximum-number-of-pairs-in-array,Easy,76.01,False,"Array,Hash Table,Counting",Algorithms
2473,Max Sum of a Pair With Equal Sum of Digits,max-sum-of-a-pair-with-equal-sum-of-digits,Medium,65.97,False,"Array,Hash Table,Sorting,Heap (Priority Queue)",Algorithms
2422,Query Kth Smallest Trimmed Number,query-kth-smallest-trimmed-number,Medium,47.05,False,"Array,String,Divide and Conquer,Sorting,Heap (Priority Queue),Radix Sort,Quickselect",Algorithms
2423,Minimum Deletions to Make Array Divisible,minimum-deletions-to-make-array-divisible,Hard,59.64,False,"Array,Math,Sorting,Heap (Priority Queue),Number Theory",Algorithms
2485,Finding the Number of Visible Mountains,finding-the-number-of-visible-mountains,Medium,37.18,True,"Array,Stack,Sorting,Monotonic Stack",Algorithms
2484,Compute the Rank as a Percentage,compute-the-rank-as-a-percentage,Medium,33.87,True,Database,Database
2433,Best Poker Hand,best-poker-hand,Easy,61.6,False,"Array,Hash Table,Counting",Algorithms
2432,Number of Zero-Filled Subarrays,number-of-zero-filled-subarrays,Medium,70.13,False,"Array,Math",Algorithms
2434,Design a Number Container System,design-a-number-container-system,Medium,57.1,False,"Hash Table,Design,Heap (Priority Queue),Ordered Set",Algorithms
2435,Shortest Impossible Sequence of Rolls,shortest-impossible-sequence-of-rolls,Hard,69.34,False,"Array,Hash Table,Greedy",Algorithms
2427,First Letter to Appear Twice,first-letter-to-appear-twice,Easy,74.87,False,"Hash Table,String,Bit Manipulation,Counting",Algorithms
2428,Equal Row and Column Pairs,equal-row-and-column-pairs,Medium,70.8,False,"Array,Hash Table,Matrix,Simulation",Algorithms
2429,Design a Food Rating System,design-a-food-rating-system,Medium,52.87,False,"Array,Hash Table,String,Design,Heap (Priority Queue),Ordered Set",Algorithms
2430,Number of Excellent Pairs,number-of-excellent-pairs,Hard,48.98,False,"Array,Hash Table,Binary Search,Bit Manipulation",Algorithms
2490,Maximum Number of Books You Can Take,maximum-number-of-books-you-can-take,Hard,39.45,True,"Array,Dynamic Programming,Stack,Monotonic Stack",Algorithms
2495,Number of Unique Subjects Taught by Each Teacher,number-of-unique-subjects-taught-by-each-teacher,Easy,89.24,False,Database,Database
2436,Make Array Zero by Subtracting Equal Amounts,make-array-zero-by-subtracting-equal-amounts,Easy,73.73,False,"Array,Hash Table,Greedy,Sorting,Heap (Priority Queue),Simulation",Algorithms
2437,Maximum Number of Groups Entering a Competition,maximum-number-of-groups-entering-a-competition,Medium,68.51,False,"Array,Math,Binary Search,Greedy",Algorithms
2438,Find Closest Node to Given Two Nodes,find-closest-node-to-given-two-nodes,Medium,52.95,False,"Depth-First Search,Graph Theory",Algorithms
2439,Longest Cycle in a Graph,longest-cycle-in-a-graph,Hard,50.42,False,"Depth-First Search,Breadth-First Search,Graph Theory,Topological Sort",Algorithms
2500,Minimum Costs Using the Train Line,minimum-costs-using-the-train-line,Hard,77.85,True,"Array,Dynamic Programming",Algorithms
2501,Generate the Invoice,generate-the-invoice,Hard,75.62,True,Database,Database
2447,Merge Similar Items,merge-similar-items,Easy,77.36,False,"Array,Hash Table,Sorting,Ordered Set",Algorithms
2448,Count Number of Bad Pairs,count-number-of-bad-pairs,Medium,54.23,False,"Array,Hash Table,Math,Counting",Algorithms
2483,Task Scheduler II,task-scheduler-ii,Medium,54.66,False,"Array,Hash Table,Simulation",Algorithms
2450,Minimum Replacements to Sort the Array,minimum-replacements-to-sort-the-array,Hard,53.21,False,"Array,Math,Greedy",Algorithms
2442,Number of Arithmetic Triplets,number-of-arithmetic-triplets,Easy,85.37,False,"Array,Hash Table,Two Pointers,Enumeration",Algorithms
2445,Reachable Nodes With Restrictions,reachable-nodes-with-restrictions,Medium,60.18,False,"Array,Hash Table,Tree,Depth-First Search,Breadth-First Search,Union-Find,Graph Theory",Algorithms
2443,Check if There is a Valid Partition For The Array,check-if-there-is-a-valid-partition-for-the-array,Medium,52.23,False,"Array,Dynamic Programming",Algorithms
2444,Longest Ideal Subsequence,longest-ideal-subsequence,Medium,46.66,False,"Hash Table,String,Dynamic Programming",Algorithms
2506,Minimize Maximum Value in a Grid,minimize-maximum-value-in-a-grid,Hard,70.19,True,"Array,Union-Find,Graph Theory,Topological Sort,Sorting,Matrix",Algorithms
2515,Calculate the Influence of Each Salesperson,calculate-the-influence-of-each-salesperson,Medium,83.98,True,Database,Database
2454,Largest Local Values in a Matrix,largest-local-values-in-a-matrix,Easy,87.72,False,"Array,Matrix",Algorithms
2455,Node With Highest Edge Score,node-with-highest-edge-score,Medium,49.2,False,"Hash Table,Graph Theory",Algorithms
2456,Construct Smallest Number From DI String,construct-smallest-number-from-di-string,Medium,85.65,False,"String,Backtracking,Stack,Greedy",Algorithms
2457,Count Special Integers,count-special-integers,Hard,41.67,False,"Math,Dynamic Programming",Algorithms
2516,Sort the Olympic Table,sort-the-olympic-table,Easy,79.37,True,Database,Database
2517,Choose Edges to Maximize Score in a Tree,choose-edges-to-maximize-score-in-a-tree,Medium,56.59,True,"Dynamic Programming,Tree,Depth-First Search",Algorithms
2463,Minimum Recolors to Get K Consecutive Black Blocks,minimum-recolors-to-get-k-consecutive-black-blocks,Easy,68.57,False,"String,Sliding Window",Algorithms
2464,Time Needed to Rearrange a Binary String,time-needed-to-rearrange-a-binary-string,Medium,52.57,False,"String,Dynamic Programming,Simulation",Algorithms
2465,Shifting Letters II,shifting-letters-ii,Medium,53.52,False,"Array,String,Prefix Sum",Algorithms
2466,Maximum Segment Sum After Removals,maximum-segment-sum-after-removals,Hard,49.26,False,"Array,Union-Find,Prefix Sum,Ordered Set",Algorithms
2459,Minimum Hours of Training to Win a Competition,minimum-hours-of-training-to-win-a-competition,Easy,42.41,False,"Array,Greedy",Algorithms
2475,Largest Palindromic Number,largest-palindromic-number,Medium,37.02,False,"Hash Table,String,Greedy,Counting",Algorithms
2461,Amount of Time for Binary Tree to Be Infected,amount-of-time-for-binary-tree-to-be-infected,Medium,65.09,False,"Hash Table,Tree,Depth-First Search,Breadth-First Search,Binary Tree",Algorithms
2462,Find the K-Sum of an Array,find-the-k-sum-of-an-array,Hard,41.05,False,"Array,Sorting,Heap (Priority Queue)",Algorithms
2522,Median of a Row Wise Sorted Matrix,median-of-a-row-wise-sorted-matrix,Medium,70.87,True,"Array,Binary Search,Matrix",Algorithms
2523,Change Null Values in a Table to the Previous Value,change-null-values-in-a-table-to-the-previous-value,Medium,51.18,True,Database,Database
2469,Longest Subsequence With Limited Sum,longest-subsequence-with-limited-sum,Easy,73.4,False,"Array,Binary Search,Greedy,Sorting,Prefix Sum",Algorithms
2470,Removing Stars From a String,removing-stars-from-a-string,Medium,78.93,False,"String,Stack,Simulation",Algorithms
2471,Minimum Amount of Time to Collect Garbage,minimum-amount-of-time-to-collect-garbage,Medium,85.11,False,"Array,String,Prefix Sum",Algorithms
2472,Build a Matrix With Conditions,build-a-matrix-with-conditions,Hard,79.32,False,"Array,Graph Theory,Topological Sort,Matrix",Algorithms
2535,Count Strictly Increasing Subarrays,count-strictly-increasing-subarrays,Medium,71.3,True,"Array,Math,Dynamic Programming",Algorithms
2534,Employees With Deductions,employees-with-deductions,Medium,42.28,True,Database,Database
2480,Find Subarrays With Equal Sum,find-subarrays-with-equal-sum,Easy,66.85,False,"Array,Hash Table",Algorithms
2481,Strictly Palindromic Number,strictly-palindromic-number,Medium,90.19,False,"Math,Two Pointers,Brainteaser",Algorithms
2482,Maximum Rows Covered by Columns,maximum-rows-covered-by-columns,Medium,57.67,False,"Array,Backtracking,Bit Manipulation,Matrix,Enumeration",Algorithms
2449,Maximum Number of Robots Within Budget,maximum-number-of-robots-within-budget,Hard,37.97,False,"Array,Binary Search,Queue,Sliding Window,Heap (Priority Queue),Prefix Sum,Monotonic Queue",Algorithms
2476,Check Distances Between Same Letters,check-distances-between-same-letters,Easy,71.4,False,"Array,Hash Table,String",Algorithms
2477,Number of Ways to Reach a Position After Exactly k Steps,number-of-ways-to-reach-a-position-after-exactly-k-steps,Medium,36.77,False,"Math,Dynamic Programming,Combinatorics",Algorithms
2478,Longest Nice Subarray,longest-nice-subarray,Medium,64.79,False,"Array,Bit Manipulation,Sliding Window",Algorithms
2479,Meeting Rooms III,meeting-rooms-iii,Hard,51.66,False,"Array,Hash Table,Sorting,Heap (Priority Queue),Simulation",Algorithms
2537,Minimum Time to Kill All Monsters,minimum-time-to-kill-all-monsters,Hard,57.18,True,"Array,Dynamic Programming,Bit Manipulation,Bitmask",Algorithms
2486,Most Frequent Even Element,most-frequent-even-element,Easy,53.2,False,"Array,Hash Table,Counting",Algorithms
2487,Optimal Partition of String,optimal-partition-of-string,Medium,78.37,False,"Hash Table,String,Greedy",Algorithms
2488,Divide Intervals Into Minimum Number of Groups,divide-intervals-into-minimum-number-of-groups,Medium,63.56,False,"Array,Two Pointers,Greedy,Sorting,Heap (Priority Queue),Prefix Sum",Algorithms
